,source,target,weight,PMID
40991,HES1,BNIP3,-1,24402046
40992,HES1,CCNE1,-1,15467735
40993,HES1,IL1RL1,1,25733872
40994,LEF1,COL2A1,1,22815835
40995,LEF1,DKK1,1,25545010
40996,LEF1,HES7,1,23326414
40997,LEF1,MESP1,1,23417899
40998,LEF1,POU5F1,1,20659708
40999,LEF1,CDKN1A,1,18202148
41000,LEF1,COL1A1,-1,19650108
41001,LEF1,MESP2,1,15545629
41002,LEF1,FGF3,1,12502739
41003,LEF1,FGF4,1,12502739
41004,LEF1,NOTCH1,1,15545629
41005,LEF1,CELA2A,1,14594802
41006,LEF1,SHH,1,12502739
41007,LEF1,BMP4,1,12502739
41008,LEF1,TYR,1,26580798
41009,LEF1,CXCR4,1,23257686
41010,LEF1,NR1I2,1,25265064
41011,MYC,SNAI1,1,18978814
41012,MYC,CTPS1,1,18628958
41013,MYC,ADSL,1,18628958
41014,MYC,GART,1,18628958
41015,MYC,STING1,1,27835584
41016,MYC,ATIC,1,18628958
41017,MYC,PFAS,1,18628958
41018,MYC,SERPINI1,1,19442737
41019,MYC,TBX3,1,26266831
41020,HIF1A,VTCN1,1,25725157
41021,HIF1A,GYS1,1,19828020;20300197
41022,HIF1A,SPRY2,-1,28196140
41023,HIF1A,SEMA4D,1,19762474
41024,HIF1A,CYP19A1,1,23566437
41025,HIF1A,HSD3B2,1,18930903
41026,HIF1A,NOS1,1,26458913
41027,HIF1A,NTRK2,1,17374610
41028,HIF1A,PRDX2,1,26837221
41029,HIF1A,ATRIP,1,23454212
41030,PBX1,CFTR,1,19782160
41031,PBX1,PAX3,1,18849531
41032,PBX1,ALX1,1,20627960
41033,PBX1,FGF10,1,24591256
41034,PBX1,PBX1,1,17082260
41035,PBX1,NKX2-5,1,15944191
41036,PBX1,ALPL,1,21597276
41037,PBX1,GLI3,1,21262763
41038,PBX1,HOXB7,1,16862184
41039,PBX1,IBSP,-1,21597276
41040,PBX1,IGF1R,1,17082260
41041,PBX1,IGFBP2,-1,17082260
41042,PBX1,PDGFRB,-1,26138478
41043,PBX1,RNF6,1,26971355
41044,PBX1,SNAI1,1,29437830
41045,PBX1,VIM,1,29437830
41046,PBX1,CD44,1,28257976
41047,PBX1,FGF19,1,17082260
41048,SOX9,PIK3CA,1,21367821
41049,SOX9,GJB6,1,21571253
41050,SOX9,MECOM,1,26525672
41051,SOX9,FOS,-1,26525672
41052,SOX9,JUNB,-1,26525672
41053,SOX9,NFIA,1,26525672
41054,SOX9,LEF1,1,26525672
41055,SOX9,PITX2,1,26525672
41056,SOX9,PRELP,1,26525672
41057,SOX9,TBX20,1,26525672
41058,SOX9,BMI1,1,22246670
41059,SOX9,SOX4,1,26525672
41060,SOX9,BTN1A1,1,26525672
41061,SOX9,TWIST1,1,26525672
41062,SOX9,BHLHE40,-1,26525672
41063,TCF7L2,KIF12,1,23295773
41064,TCF7L2,E2F1,1,23295773
41065,TCF7L2,BACE1,-1,25384422
41066,TCF7L2,HMGA1,1,22961697
41067,TCF7L2,PLD1,1,20442281
41068,TCF7L2,KIF15,1,23295773
41069,TCF7L2,SCN5A,-1,27068063
41070,TCF7L2,CXCL12,1,23295773
41071,TCF7L2,NCAPG,1,23295773
41072,TCF7L2,SOX5,1,23295773
41073,TCF7L2,SPP1,1,21772333
41074,TCF7L2,SQSTM1,-1,23736261
41075,MEF2C,RUNX2,1,21652706;24692107
41076,MEF2C,AMPD1,1,26101156
41077,MEF2C,BGLAP,1,21652706
41078,MEF2C,FRZB,1,22161640
41079,MEF2C,MYOM1,1,17875930
41080,MEF2C,MYOM2,1,17875930
41081,MEF2C,MYOZ2,1,17341303
41082,MEF2C,SFRP2,-1,22161640
41083,MEF2C,SP7,1,21652706
41084,MEF2C,HCN4,1,23085412
41085,MEF2C,OLFM4,1,28115742
41086,MEF2C,COL2A1,1,21652706
41087,MEF2C,IBSP,1,21652706
41088,MEF2C,LEF1,-1,22161640
41089,MEF2C,PTH1R,1,21652706
41090,MEF2C,OPN1LW,-1,21715356
41091,MEF2C,SGCA,1,25091331
41092,MEF2C,MMP20,1,24495128
41093,AHR,IRF3,1,17900530
41094,AHR,NCF1,1,19559082
41095,AHR,SLC7A5,1,26944194
41096,GATA2,MICA,1,27528231
41097,GATA2,CYP2C9,1,19995889
41098,GATA2,DIO2,1,26571013
41099,GATA2,MICB,1,27528231
41100,GATA2,PDE9A,1,17679089
41101,ASCL1,DLL4,1,19191219;24257627
41102,ASCL1,EFNA5,1,28614915
41103,ASCL1,RND3,1,21435554
41104,ASCL1,DLX5,1,24682237
41105,ASCL1,GAD1,1,24682237
41106,ASCL1,DLL1,1,17141158;19191219;25267614
41107,ASCL1,JAG2,1,19191219
41108,ASCL1,MGMT,1,23300791
41109,ASCL1,MMP7,1,23300791
41110,ASCL1,CENPJ,1,25753651
41111,ASCL1,BCL2,1,25267614
41112,ASCL1,RET,1,16127999
41113,ASCL1,BTG2,1,19191219
41114,ASCL1,AXIN2,1,23707066
41115,GLI1,HAS2,1,23313125
41116,GLI1,RUNX3,1,23383321
41117,GLI1,BIRC3,1,26815504
41118,GLI1,AQP1,1,27157540
41119,GLI1,NEK2,1,28035348
41120,GLI1,TERT,1,24086482
41121,SATB2,CDH2,1,28167342
41122,SATB2,CD24,1,28167342
41123,SATB2,DCC,1,24739528
41124,SATB2,MEIS2,-1,27784965
41125,SATB2,MYC,1,28167342
41126,SATB2,LEF1,1,28167342
41127,SATB2,POU5F1,1,28167342
41128,SATB2,BCL2,1,28167342
41129,SATB2,PERP,-1,21965674
41130,SATB2,SNAI2,1,28167342
41131,SATB2,SNAI1,1,28167342
41132,SATB2,ZEB1,1,28167342
41133,SATB2,AXIN2,-1,27784965
41134,SATB2,PROM1,-1,27784965
41135,SATB2,CD44,1,27784965;28167342
41136,SATB2,CDH1,-1,28167342
41137,REST,NPAS4,-1,24291638
41138,REST,NEFH,-1,19457133
41139,MAF,PDX1,1,12551916
41140,MAF,CCR1,1,14998494
41141,MAF,IRF4,1,26278622
41142,MAF,G6PC2,1,18753309
41143,DLX5,ALPL,1,15383550
41144,DLX5,GBX2,1,18697905
41145,DLX5,SP7,1,18056716
41146,DLX5,WNT5A,1,21325536
41147,DLX5,TMEM30B,1,18697905
41148,DLX5,BMPER,1,18697905
41149,DLX5,POU3F3,1,18697905
41150,GLI3,CDK6,-1,22465667;30093555
41151,GLI3,CDKN2C,1,22465667
41152,GLI3,TRPM5,-1,29415007
41153,GLI3,HIP1,-1,16571352
41154,GLI3,GNAT3,-1,29415007
41155,GLI3,RBP1,-1,19667090
41156,GLI3,WNT7B,1,21452227
41157,GLI3,TAS1R3,-1,29415007
41158,GLI3,HAND2,-1,11850405
41159,HAND2,GLI3,-1,11850405
41160,GLI3,GNA14,-1,29415007
41161,PAX5,CR2,1,17513763
41162,PAX5,NR1I2,1,25265064
41163,TCF3,FCER2,1,17513763
41164,TCF3,FOXO1,1,21972416
41165,TCF3,LEFTY1,1,21828274
41166,TCF3,POU2F2,1,1714414
41167,LHX2,OR8A1,1,15173589;17350283
41168,LHX2,OR10J5,1,17350283
41169,LHX2,OR52I2,1,17350283
41170,LHX2,BTBD3,1,28122236
41171,LHX2,MSX1,1,25460335
41172,LHX2,MSX2,1,25460335
41173,LHX2,MYF5,1,25460335
41174,LHX2,OR6A2,1,17350283
41175,NKX2-1,PRDM13,1,25546159
41176,NKX2-1,WNT7B,1,11914369
41177,NKX2-1,E2F3,1,22242187
41178,NKX2-1,MET,-1,22242187
41179,NKX2-1,CCNB1,1,22242187
41180,NKX2-1,CCNB2,1,22242187
41181,NKX2-1,PTTG1,1,22209758
41182,SRF,MYH11,1,20511232;9529161
41183,SRF,ANK1,1,20142475
41184,NEUROD1,ST18,1,23236509
41185,NEUROG2,EOMES,1,22735158
41186,ZBTB18,NEUROG2,-1,23395638
41187,NEUROG2,ZBTB18,1,23395638
41188,NEUROG2,ELAVL4,1,22895702
41189,NEUROG2,ETV1,-1,22735158
41190,NEUROG2,DLL1,1,17141158;22674256
41191,NEUROG2,JAG2,1,19191219
41192,NEUROG2,RTL1,-1,23139813
41193,NEUROG2,BTG2,1,19191219
41194,NEUROG2,DLK1,-1,23139813
41195,SP1,NECTIN2,1,16250013
41196,RELA,HSPA1A,1,24041570
41197,RELA,HSPA1B,1,24041570
41198,NOTCH1,COL1A1,1,25107895
41199,NOTCH1,COL1A2,1,25107895
41200,NOTCH1,BGLAP,-1,16869730
41201,NOTCH1,HES7,1,23326414
41202,OLIG2,EPHA3,1,24803655
41203,OLIG2,EPHA5,1,24803655
41204,OLIG2,ARHGAP8,-1,17951409
41205,OLIG2,SIGLEC8,1,27154355
41206,OLIG2,PIM1,1,27165742
41207,OLIG2,CDCA8,1,27165742
41208,OLIG2,AURKA,1,27165742
41209,OLIG2,CCNB1,1,27165742
41210,OLIG2,CDC20,1,27165742
41211,OLIG2,CDC25C,1,27165742
41212,GLI2,XIAP,1,21483830
41213,GLI2,HIP1,1,16571352
41214,GLI2,NEK2,1,28035348
41215,GLI2,NKX2-2,1,17026983
41216,TCF4,CD36,1,25721714
41217,TCF4,DCT,-1,11382753
41218,TCF4,BMP7,-1,27752241
41219,TCF4,TYR,-1,11382753
41220,TCF4,TYRP1,-1,11382753
41221,MECP2,FXYD1,-1,21394759
41222,MECP2,SLC2A3,1,23493374
41223,MECP2,EHMT2,-1,24990928
41224,MECP2,SLC25A4,-1,20504995
41225,MECP2,PCDHB1,-1,21824415
41226,MECP2,PCDH7,-1,21824415
41227,TAL1,PTPRU,-1,16621969
41228,TAL1,RPS3A,-1,16621969
41229,EGR4,SYNPO,1,25411851
41230,EGR4,DLX5,1,25411851
41231,EGR4,RAB15,1,25411851
41232,EGR4,SAMD5,1,25411851
41233,EGR4,PTHLH,1,25411851
41234,GATA4,CLDN11,1,17226765
41235,GATA4,ACTA2,1,12530967
41236,GATA4,SGCA,1,25091331
41237,NFYA,HSPA1A,1,24041570
41238,NFYA,HSPA1B,1,24041570
41239,NFYA,CLDN11,1,17226765
41240,GATA1,MS4A2,1,24639354
41241,GATA1,CLDN11,1,17226765
41242,NFKB1,HSPA1A,1,24041570
41243,NFKB1,HSPA1B,1,24041570
41244,NFKB1,MYOZ2,1,17341303
41245,NFKB1,MYOZ1,1,17341303
41246,HOXD13,DACH1,1,18407260
41247,HOXD13,BARX1,-1,18407260
41248,HOXD13,HAND2,1,18407260
41249,NFE2L2,IL1RN,1,21454555
41250,MYOD1,ANK1,1,20142475
41251,BCL11A,FRZB,1,22491945
41252,BCL11A,HBB,-1,23576758
41253,BCL11A,ID3,1,24591644
41254,BCL11A,TCF4,1,24591644
41255,BCL11B,KRT8,-1,23015591
41256,BCL11B,SNAI2,-1,23015591
41257,BCL11B,SNAI1,-1,23015591
41258,BCL11B,TGFA,-1,23015591
41259,BCL11B,TGFB1,-1,23015591
41260,BCL11B,TGFB2,-1,23015591
41261,FEZF1,HES5,-1,20431123
41262,FEZF1,OTX2,1,29318501
41263,FEZF1,PAX6,1,29318501
41264,FEZF1,POU5F1,-1,29318501
41265,FEZF1,SOX2,1,29318501
41266,FEZF1,NANOG,-1,29318501
41267,SALL4,SOX17,1,25851587
41268,SALL4,SOX2,1,25851587
41269,SALL4,RUNX1,1,22934838
41270,KLF4,CDKN2B,1,21746878
41271,NR2F2,MYL2,-1,23725765
41272,NR2F2,IRX4,-1,23725765
41273,NR2F2,TBX5,1,23725765
41274,ERG,LEF1,1,23913826
41275,ERG,WNT3,1,23913826
41276,JUN,HBG2,1,19861239
41277,MEIS1,PAX6,1,12183364
41278,MEIS1,PTCH1,1,24496080
41279,ATF4,SNCG,1,19009586
41280,DLX1,GAD1,1,28821666
41281,DLX1,GAD2,1,28821666
41282,CLOCK,ATF4,1,17297441
41283,SIRT1,UCP3,-1,19553684
41284,STAT1,GPR146,1,28464285
41285,BATF,MAF,1,26278622
41286,BATF,IL4,1,26278622
41287,BATF,IRF4,1,26278622
41288,NFYB,HSPA1A,1,24041570
41289,NFYB,HSPA1B,1,24041570
41290,NFYC,HSPA1A,1,24041570
41291,NFYC,HSPA1B,1,24041570
41292,MYOCD,ACTA2,1,20093628
41293,MYOCD,TAGLN,1,20093628;20511232
41294,MYOCD,CNN1,1,20511232
41295,MYOCD,SGCA,1,25091331
41296,SP3,NECTIN2,1,16250013
41297,PKNOX1,FASN,-1,24052111
41298,PKNOX1,NR5A1,1,16705164
41299,PKNOX1,RNF6,1,26971355
41300,STAT5B,MAF,1,21876034
41301,STAT5B,LCN2,1,19229297
41302,STAT5B,MEF2C,-1,21261500
41303,GATA6,CLDN11,1,17226765
41304,MTA1,PAX5,1,17671180
41305,TFAP2D,BHLHE23,1,21858141
41306,TFAP2D,POU4F3,1,21858141
41307,HMGXB4,CNN1,-1,20511232
41308,HMGXB4,MYH11,-1,20511232
41309,HMGXB4,ACTA2,-1,20511232
41310,HMGXB4,TAGLN,-1,20511232
41311,ZBTB18,RELN,-1,30392794
41312,ZBTB18,ROBO1,-1,30392794
41313,ZBTB18,SLIT3,-1,30392794
41314,EPAS1,PROX1,1,23395615
41315,EPAS1,PRDX2,1,26837221
41316,TCF7L1,NR5A2,-1,24648413
41317,TCF7L1,MYCN,-1,24832538
41318,TCF7L1,NEUROG1,-1,24832538
41319,TCF7L1,ZIC5,1,24648413
41320,SPI1,NR1I2,1,25265064
41321,NR2E1,GFAP,1,22194602
41322,NR2E1,GADD45G,-1,22194602
41323,NR2E1,FABP7,1,22194602
41324,DLX2,GAD1,1,28821666
41325,DLX2,GAD2,1,28821666
41326,EP300,SP7,1,18056716
41327,EP300,RHOA,1,20383141
41328,EP300,SKP2,1,22252296
41329,FOXG1,RELN,-1,30392794
41330,FOXG1,ROBO1,-1,30392794
41331,FOXG1,SLIT3,-1,30392794
41332,FOXA3,CDH15,-1,25225406
41333,FOXA3,PPARGC1A,-1,25225406
41334,FOXA3,CIDEA,-1,25225406
41335,FOXA3,UCP1,-1,25225406
41336,FOXA3,COX4I2,-1,25225406
41337,CDX2,TAL1,1,28065741
41338,MYB,RUNX1,-1,21317192
41339,INSM1,PAX6,1,11842116
41340,NFE2L3,ACTA2,1,20093628
41341,NFE2L3,TAGLN,1,20093628
41342,PDX1,ST18,1,23236509
41343,FOXP1,RAG2,1,21655267
41344,MEIS2,CDKN2B,1,21746878
41345,BMAL1,EGR1,1,26471974
41346,EOMES,EBF1,-1,22735158
41347,ETS1,NR1I2,1,25265064
41348,YAP1,SOX6,-1,29511023
41349,YAP1,SOX5,-1,29511023
41350,YAP1,SOX9,-1,29511023
41351,ETV4,GLI3,1,26656997
41352,ETV4,WNT8B,1,26656997
41353,MYCN,ASCL1,1,17124508
41354,MYCN,CAV1,-1,11258956
41355,SMARCB1,GLI1,-1,21076395
41356,SMARCB1,PTCH1,-1,21076395
41357,CEBPA,AMELY,1,16674681
41358,CEBPA,COPS5,1,21689417
41359,NKX6-1,OLIG2,1,15629701
41360,PHOX2A,NCAM1,1,7910552
41361,PHOX2A,RET,1,16127999
41362,WWTR1,SOX6,-1,29511023
41363,WWTR1,SOX5,-1,29511023
41364,WWTR1,SOX9,-1,29511023
41365,HSF2,ZNF804A,-1,30670685
41366,NFIX,SOX9,-1,23042739
41367,ZMIZ1,RHOA,1,20383141
41368,STAT6,BATF,1,26278622
41369,TWIST1,TCF3,-1,20952688
41370,SOX6,RUNX2,1,24692107
41371,NFATC3,CR2,1,17513763
41372,NFATC3,FCER2,1,17513763
41373,NFKB2,CR2,1,17513763
41374,NFKB2,FCER2,1,17513763
41375,SOX8,VNN1,1,15590666
41376,ATF2,ENTPD1,1,20178980
41377,MYOG,SGCA,1,25091331
41378,SIX1,ATOH1,1,22340499
41379,CHD4,BCL11A,-1,23444401
41380,ETV1,HES5,-1,22735158
41381,FOSB,MYC,1,21835891
41382,LMX1B,HESX1,1,16527264
41383,KMT2A,DLX2,1,19212323
41384,POU3F2,DLL1,1,17141158
41385,BMAL2,BHLHE40,1,14672706
41386,HES4,CDKN1A,-1,25480889
41387,HES4,ASCL1,1,25480889
41388,SOX5,RUNX2,1,24692107
41389,OTX2,NEUROG2,1,25804738
41390,JAZF1,MEF2C,-1,26101156
41391,CREBBP,LHB,1,22508984
41392,NKX2-5,SGCA,1,25091331
41393,EWSR1,POU5F1,1,15917470
41394,RCOR1,BDNF,1,18075316
41395,UNCX,NEUROG2,1,23217170
41396,IRF3,GPR146,1,28464285
41397,ARNT,PRDX2,1,26837221
41398,MEF2D,PPARGC1A,1,19553684
41399,NEUROG1,DLL1,1,17141158
41400,SALL1,POU5F1,1,16980957
41401,SMARCD3,SGCA,1,25091331
41402,TCF12,LEFTY1,1,21828274
41403,TLE4,CDKN1B,1,19332113
41404,WNT3A,LEF1,-1,19650108
41405,AR,ABCE1,1,17721441;20610535
41406,AR,ACP3,1,20610535
41407,AR,ANAPC10,1,17721441;20610535
41408,AR,ATF6,1,17721441;20610535
41409,AR,ATP2B4,1,17721441;20610535
41410,AR,BTD,1,17721441;20610535
41411,AR,CCNG2,1,17721441;20610535
41412,AR,CDKL5,1,17721441;20610535
41413,AR,CITED2,1,17721441;20610535
41414,AR,DDC,1,17721441;20610535
41415,AR,EYA2,1,17721441;20610535
41416,AR,FAM13A,1,20610535
41417,AR,FAM174B,1,20610535
41418,AR,FXYD3,1,20610535
41419,AR,GLRX,1,17721441;20610535
41420,AR,GRB10,1,20610535;24931201
41421,AR,HK2,1,20610535;24931201
41422,AR,HNRNPA1,1,20610535
41423,AR,HSD17B11,1,20610535
41424,AR,LIFR,1,17721441;20610535
41425,AR,MRPS27,1,17721441;20610535
41426,AR,NLGN4X,1,17721441;20610535
41427,AR,NME7,1,17721441;20610535
41428,AR,NPEPPS,1,20610535;24931201
41429,AR,NUP214,1,17721441;20610535
41430,AR,PRPS1,1,17721441;20610535
41431,AR,PTPN9,1,17721441;20610535
41432,AR,PTPRM,1,17721441;20610535
41433,AR,QSOX1,1,20610535
41434,AR,RBMX,1,17721441;20610535
41435,AR,RBPMS,1,17721441;20610535
41436,AR,SMARCA2,1,17721441;20610535
41437,AR,SOX4,1,17721441;20610535
41438,AR,STK39,1,20610535
41439,AR,SUSD6,1,20610535
41440,AR,THRA,1,17721441;20610535
41441,AR,TNFRSF1A,1,17721441;20610535
41442,AR,UBE2D3,1,17721441;20610535
41443,AR,VAPA,1,17721441;20610535
41444,AR,XPA,1,17721441;20610535
41445,AR,ZFHX4,1,17721441;20610535
41446,ESR1,IGFBP4,1,18414489
41447,ESR1,ITGA2,1,18414489
41448,ESR1,PTPRG,1,18414489
41449,TP53,ADGRB2,1,21394211
41450,TP53,EDN2,1,18431400;21394211
41451,TP53,NHLH2,1,21394211
41452,TP53,PPM1J,1,18431400;21394211
41453,STAT3,RNLS,1,25295465
41454,EPAS1,BHLHE40,1,17097563
41455,EPAS1,ADORA2A,1,19541651
41456,EPAS1,PDGFB,1,20061373
41457,CTCF,ABCA2,1,22951020
41458,CTCF,ACVR1C,1,22951020
41459,CTCF,AHCYL1,1,22951020
41460,CTCF,ANKRD46,1,22951020
41461,CTCF,B4GALNT1,1,22951020
41462,CTCF,BICD2,1,22951020
41463,CTCF,C1R,1,22951020
41464,CTCF,CCL16,1,22951020
41465,CTCF,CD80,1,22951020
41466,CTCF,CEP135,1,22951020
41467,CTCF,CHRNA6,1,22951020
41468,CTCF,CIDEB,1,22951020
41469,CTCF,CNIH1,1,22951020
41470,CTCF,COL27A1,1,22951020
41471,CTCF,DIP2B,1,22951020
41472,CTCF,DMKN,1,22951020
41473,CTCF,ELP5,1,22951020
41474,CTCF,EPHB1,1,22951020
41475,CTCF,FBXO7,1,22951020
41476,CTCF,GALNT6,1,22951020
41477,CTCF,GALT,1,22951020
41478,CTCF,GAS7,1,22951020
41479,CTCF,GRIN3A,1,22951020
41480,CTCF,HEBP2,1,22951020
41481,CTCF,HMCN1,1,22951020
41482,CTCF,HS1BP3,1,22951020
41483,CTCF,HSPA5,1,22951020
41484,CTCF,IL19,1,22951020
41485,CTCF,KSR1,1,22951020
41486,CTCF,LPIN3,1,22951020
41487,CTCF,LRRC59,1,22951020
41488,CTCF,MB,1,22951020
41489,CTCF,MCM10,1,22951020
41490,CTCF,MRPL17,1,22951020
41491,CTCF,MYD88,1,22951020
41492,CTCF,NBN,1,22951020
41493,CTCF,NCBP3,1,22951020
41494,CTCF,NES,1,22951020
41495,CTCF,NFE2L2,1,22951020
41496,CTCF,PLXNB3,1,22951020
41497,CTCF,PMPCB,1,22951020
41498,CTCF,POMT2,1,22951020
41499,CTCF,POU1F1,1,22951020
41500,CTCF,PPARD,1,22951020
41501,CTCF,PPRC1,1,22951020
41502,CTCF,PRSS35,1,22951020
41503,CTCF,PTPA,1,22951020
41504,CTCF,RPL39L,1,22951020
41505,CTCF,RPP30,1,22951020
41506,CTCF,SMIM7,1,22951020
41507,CTCF,TMBIM6,1,22951020
41508,CTCF,TNFRSF18,-1,20219941;22951020
41509,CTCF,TRAPPC6A,1,22951020
41510,CTCF,TSFM,1,22951020
41511,CTCF,TSPAN16,1,22951020
41512,CTCF,TYSND1,1,22951020
41513,CTCF,ZNF20,1,22951020
41514,CTCF,ZNF613,1,22951020
41515,CTCF,ZNF804B,1,22951020
41516,YY1,ACTR5,1,22951020
41517,YY1,ATXN10,1,22951020
41518,YY1,CCDC43,1,22951020
41519,YY1,CDK5RAP2,1,22951020
41520,YY1,COQ5,1,22951020
41521,YY1,COQ9,1,22951020
41522,YY1,CPSF2,1,22951020
41523,YY1,DLG1,1,22951020
41524,YY1,HACD2,1,22951020
41525,YY1,HSF1,1,22951020
41526,YY1,MANF,1,22951020
41527,YY1,MRPL46,1,22951020
41528,YY1,MRPS24,1,22951020
41529,YY1,NARS1,1,22951020
41530,YY1,PAK4,1,22951020
41531,YY1,RAB3GAP1,1,22951020
41532,YY1,RNF26,1,22951020
41533,YY1,RNF40,1,22951020
41534,YY1,WDR82,1,22951020
41535,YY1,ZNF615,1,22951020
41536,E2F1,HOXB9,1,25136922
41537,E2F1,NOL9,1,21310950
41538,E2F1,PDPN,1,21310950
41539,E2F1,WRAP73,1,21310950
41540,SP1,RNLS,1,25295465
41541,SP1,UGT1A6,1,11544200;15933209
41542,E2F4,ACTG1,1,17531812
41543,E2F4,ADARB1,1,17531812
41544,E2F4,AKR7A2,1,21247883
41545,E2F4,BARD1,1,17531812
41546,E2F4,BUB3,1,17531812
41547,E2F4,CFAP20,1,17531812
41548,E2F4,CHEK1,1,17531812
41549,E2F4,E2F3,1,17531812
41550,E2F4,EXOSC9,1,17531812
41551,E2F4,FDFT1,1,17531812
41552,E2F4,FEN1,1,17531812
41553,E2F4,FOXM1,1,17531812
41554,E2F4,HLTF,1,17531812
41555,E2F4,HMGB1,1,17531812
41556,E2F4,HMGN2,1,21247883
41557,E2F4,ID3,1,17531812;21247883
41558,E2F4,INSIG1,1,17531812
41559,E2F4,KHDRBS1,1,21247883
41560,E2F4,KLHL21,1,21247883
41561,E2F4,MAD2L1,1,17531812
41562,E2F4,MAP3K7,1,17531812
41563,E2F4,MCM3,1,17531812
41564,E2F4,METTL3,1,17531812
41565,E2F4,MKI67,1,17531812
41566,E2F4,MLH1,1,17531812
41567,E2F4,NAP1L4,1,17531812
41568,E2F4,NDC80,1,17531812
41569,E2F4,NEK2,1,17531812
41570,E2F4,NFE2L1,1,17531812
41571,E2F4,P4HA2,-1,17531812;22951020
41572,E2F4,PARK7,1,21247883
41573,E2F4,PCNT,1,17531812
41574,E2F4,POLA2,1,17531812
41575,E2F4,POLE2,1,17531812
41576,E2F4,PRC1,1,17531812
41577,E2F4,PRPSAP1,1,17531812
41578,E2F4,RFC3,1,17531812
41579,E2F4,RFC4,1,17531812
41580,E2F4,RIPK2,1,17531812
41581,E2F4,RPS8,1,17531812
41582,E2F4,SFPQ,1,21247883
41583,E2F4,SLC25A14,1,17531812
41584,E2F4,SLC2A13,1,22951020
41585,E2F4,SLC35F6,1,17531812
41586,E2F4,SMC2,1,17531812
41587,E2F4,SMC4,1,17531812
41588,E2F4,SP1,1,17531812
41589,E2F4,SUZ12,1,17531812
41590,E2F4,WEE1,1,17531812
41591,E2F4,XRCC2,1,17531812
41592,E2F4,ZFP36L1,1,17531812
41593,ETS1,TNFRSF8,1,20019798
41594,STAT1,IRF2,1,17558387;22951020
41595,STAT1,AIM2,1,17558387;19122651;22951020
41596,STAT1,ATG4C,1,22951020
41597,STAT1,BRD8,1,22951020
41598,STAT1,BST2,1,19122651
41599,STAT1,CLIC2,1,22951020
41600,STAT1,CREM,1,22951020
41601,STAT1,DCLRE1C,1,22951020
41602,STAT1,DDX50,1,22951020
41603,STAT1,DIMT1,1,22951020
41604,STAT1,EARS2,1,22951020
41605,STAT1,EDEM2,1,19122651;22951020
41606,STAT1,ELP3,1,22951020
41607,STAT1,ETV7,1,22951020
41608,STAT1,FBXO5,1,22951020
41609,STAT1,GSTK1,1,22951020
41610,STAT1,HDAC7,1,22951020
41611,STAT1,IFI35,1,22951020
41612,STAT1,IGFLR1,1,19122651;22951020
41613,STAT1,INO80,1,22951020
41614,STAT1,KIF2A,1,19122651;22951020
41615,STAT1,LAP3,1,22951020
41616,STAT1,MAN1A1,1,22951020
41617,STAT1,MED16,1,22951020
41618,STAT1,MTMR9,1,22951020
41619,STAT1,NMI,1,22951020
41620,STAT1,PPIP5K2,1,22951020
41621,STAT1,PWP2,1,22951020
41622,STAT1,SBNO2,1,22951020
41623,STAT1,SEMA4B,1,19122651;22951020
41624,STAT1,SNRNP27,1,22951020
41625,STAT1,UBR1,1,19122651;22951020
41626,STAT1,VPS33B,1,22951020
41627,STAT1,ZC3HAV1,1,19122651;22951020
41628,STAT1,ZNF181,1,19122651
41629,STAT1,ZNF230,1,19122651
41630,STAT1,ZNF302,1,19122651
41631,STAT1,ZNF655,1,22951020
41632,STAT1,ZNF79,1,19122651
41633,HIF1A,ADORA2B,1,19828020
41634,HIF1A,CDH13,1,21447827
41635,HIF1A,ENO2,1,19828020
41636,HIF1A,ERRFI1,1,21447827
41637,HIF1A,GBE1,1,19828020;21447827
41638,HIF1A,PGAM1,1,19828020
41639,HIF1A,PKM,1,19828020
41640,HIF1A,PPP1R10,1,19828020
41641,HIF1A,PPP5C,1,19828020
41642,GATA2,AMOTL1,1,22951020
41643,GATA2,ARRDC4,1,22951020
41644,GATA2,CCRL2,1,22951020
41645,GATA2,CTSH,1,22951020
41646,GATA2,FDPS,1,22951020
41647,GATA2,FOXO3,1,22951020
41648,GATA2,GPR146,1,22951020
41649,GATA2,HMGB1,1,22951020
41650,GATA2,HTR5A,1,22951020
41651,GATA2,ICAM4,1,22951020
41652,GATA2,LYL1,1,22951020
41653,GATA2,PLSCR2,1,22951020
41654,GATA2,PPP1R15A,1,22951020
41655,GATA2,PSD4,1,22951020
41656,GATA2,TNFAIP8L1,1,22951020
41657,GATA2,VWA5A,1,22951020
41658,HNF4G,APOA4,1,12105231
41659,HNF4G,SHBG,1,15574421
41660,MAX,SERF2,1,22951020
41661,NFIC,TFAP2A,1,8692702
41662,SP3,SCGB2A1,1,16020486
41663,RUNX1,LCP2,1,20019798
41664,RUNX1,PRR5L,1,20019798
41665,TWIST1,GLI1,1,11948912
41666,USF1,NUP188,1,22951020
41667,ZNF148,RNLS,1,25295465
41668,CEBPA,hsa-miR-122,1,20842632;21038412;26933995
41669,CEBPA,hsa-miR-223,1,16325577;17482553;20018373
41670,CEBPB,hsa-miR-145-5p,1,22495929;27626488
41671,CREB1,hsa-miR-132,1,17994015;19557767;19850129;21059906;21868695;21892154;22916239;25617893;27294355;27634380
41672,CTCF,hsa-miR-375,-1,20978187;23056006
41673,DNMT1,hsa-miR-152,1,22935141;23125218
41674,E2F1,hsa-miR-223,1,20029046
