,source,target,weight,PMID
12909,TBX21,STAT4,1,18993086;19324016
12910,SNAI2,HPGD,-1,17575121
12911,ZEB1,HPGD,-1,17575121
12912,FOXO3,ESR1,1,16807346;16809346;17575143;24062311
12913,ESR1,JUP,1,17575143
12914,KMT2A,JUN,1,17578910
12915,WT1,MMP9,1,17579045
12916,STAT2,HLA-E,1,17579067
12917,STAT1,HLA-E,1,11137213;17579067;19122651;8702722;9858567
12918,CREM,TNF,-1,17579082;20018859;22586041;9545284
12919,CEBPB,RUNX2,-1,17579210;21302301;21612856
12920,CEBPB,HSD17B7,1,17583490
12921,CEBPB,HSD17B8,1,17583490;18852215;20638476
12922,DNMT1,EHMT2,1,17584191
12923,EZH2,SUV39H1,1,17584191;18980680
12924,GATA4,TBX6,1,17584735
12925,NKX2-5,TBX6,1,17584735
12926,TBX18,DLL1,-1,17584735
12927,TBX18,NPPA,1,17584735
12928,TBX18,TBX6,1,17584735
12929,TBX5,TBX6,1,17584735
12930,RUNX3,NTRK2,-1,17584746
12931,TP53,ZMIZ1,1,17584785
12932,SOX6,MYH7,-1,17584907
12933,SMAD4,MYCN,1,17585069
12934,NR1I3,CYP24A1,1,17585873;18981260
12935,RUNX1,CSF1R,1,16007221;17589498;8577711;8585955;9209363
12936,PPARA,FST,1,17592024
12937,PPARG,FST,1,17592024;18768463
12938,HIF1A,LGALS3,1,17592963
12939,ELF4,LGALS3,1,17592963
12940,HNF1A,CPB2,1,17593031
12941,TP53,HAMP,1,17593032
12942,HNF4A,SULT2A1,1,17595319;17687072
12943,NR1I3,HLA-DRB1,1,17595319
12944,NR4A3,F2,1,17596136
12945,CEBPB,ITGA5,1,17596295
12946,GFI1,CSF3,1,17596540
12947,GFI1,CXCR4,-1,17596540;20043076
12948,ESR1,STS,1,17596930;24914937
12949,MYC,RPL11,1,17599065;18032916
12950,CREB1,SPRY2,1,14644509;17599098
12951,SP1,BDNF,1,17599098
12952,SP1,SPRY2,1,14644509;17599098
12953,E2F6,APAF1,-1,17600109
12954,SP1,MUC5B,1,17600309
12955,TBP,IGF1R,1,17600529
12956,RORC,RORA,1,17601883
12957,TP53,KLF5,1,17603560
12958,KLF5,PIM1,1,17603560
12959,KMT2A,KRT8,1,17605300
12960,ID4,PRH1,1,17605873
12961,ELF1,FLI1,1,17606295;19829305
12962,FLI1,ELF1,1,17606295
12963,ETV6,FLI1,1,17606295;19829305
12964,ATF5,HSPB1,1,17606386
12965,FOS,SOCS3,1,17609438;18571793
12966,FOXO3,SOCS3,1,17609438
12967,JUN,SOCS3,1,17609438;18571793
12968,JUN,MMP20,1,17611094
12969,PPARG,CIITA,-1,11861426;17611194;19358337
12970,NR1H3,ABCA12,1,17611579
12971,PPARA,ABCA12,1,17611579
12972,PPARG,ABCA12,1,17611579
12973,RARA,ABCA12,1,17611579
12974,VDR,ABCA12,1,17611579
12975,HEY1,HES1,1,17611704
12976,HEY1,HES3,1,17611704
12977,HEY1,HES5,1,17611704
12978,HEY2,HES1,1,17611704
12979,NANOG,HES1,1,17611704
12980,NANOG,HES3,1,17611704
12981,POU5F1,HES3,1,17611704
12982,POU5F1,HES6,1,17611704
12983,RBPJ,HES3,1,17611704
12984,SOX2,HES3,1,17611704
12985,SOX2,HES6,1,17611704
12986,XBP1,HSPA5,1,11779464;12713871;14718536;17612505;18528784;19237191;20165829;20170659
12987,ESR2,MMP13,1,17612627
12988,NR2E3,HLA-E,1,17612644
12989,REST,TPH2,-1,17613521
12990,PITX2,PLA2G6,1,17613534
12991,GATA6,NANOG,1,16923129
12992,NANOG,GATA6,-1,15983365;17615266;22795133
12993,ZEB1,CDH2,1,17615296;18381457;23160379
12994,ZEB1,FN1,1,17615296;18381457;21791114
12995,ZEB1,VIM,1,17615296;23160379
12996,ZEB2,CDH2,1,17615296
12997,ETS1,ZEB1,1,17615296;21317430
12998,HMGA1,XPA,-1,17616660
12999,GATA3,ESR1,1,17616709;20068169;20130088
13000,TCF3,TNF,1,17617061
13001,STAT1,TNFSF10,-1,17617740
13002,AR,CXCL8,1,17617741;22040886
13003,GATA1,CLMP,1,17620326
13004,GATA6,CLMP,1,17620326
13005,KLF4,CLMP,1,17620326
13006,SP1,CLMP,-1,17620326
13007,SP3,CLMP,1,17620326
13008,TFAP2A,MUC4,-1,11418607;17621592
13009,NFATC1,PIAS2,1,17623776
13010,NFATC3,PIAS2,1,17623776
13011,AR,CHRM1,-1,17624924
13012,AR,TMEM270,-1,17624924
13013,CREB1,SKIL,1,17625116
13014,SP1,SKIL,1,17625116
13015,SKIL,HGF,1,17625116
13016,DNMT1,BCL2L11,1,17626006;23394612
13017,SP1,AKAP12,1,17626016;20568114
13018,SP3,AKAP12,-1,17626016;20568114
13019,SP3,KISS1,1,17626016;17656465
13020,USF1,AKAP12,-1,17626016;20568114
13021,USF1,KISS1,1,17626016
13022,ELK1,NR1H2,1,17626048
13023,SRF,NR1H2,1,17626048
13024,GATA6,ACTG2,1,17626241
13025,GATA6,ACTA2,1,17626241
13026,EHF,MAPK1,1,17627613
13027,EHF,CDKN2A,1,17627613
13028,THRB,NR1H3,1,17628006
13029,POU5F1,ZSCAN10,1,17344211
13030,ZSCAN10,POU5F1,1,17628018;19740739
13031,FLI1,PLEK,1,17628529
13032,GATA1,PLEK,1,17628529
13033,LMO2,PLEK,1,17628529
13034,RUNX1,PLEK,1,17628529
13035,SPI1,PLEK,1,17628529
13036,GATA1,GATA1,1,12432220;16492768;17628529;18250154;20216212;20542454;8502237;8585944
13037,JUN,ID2,1,17630394
13038,RFX1,ID2,1,17630394
13039,TFAP2B,TERT,1,17630431
13040,TBX3,CDKN1A,-1,17630961;18444963;18829543;20624445;25211658
13041,TP53,POMC,1,17350573;17630965;18510673;19098008;19449448;24917821
13042,EGR1,ID2,1,17631285
13043,TP63,GATA3,1,17632082;19719829
13044,FOXP3,SOCS3,-1,17632414
13045,FOXP3,LIF,1,17632414
13046,FOXP3,MARCHF7,1,17632414
13047,CREBZF,WT1,1,17634147
13048,SP1,ELANE,1,17634217
13049,JUN,ETV1,1,17634427
13050,MBD1,MAGEA12,1,17634428
13051,MBD2,MAGEA12,1,17634428
13052,TFCP2,MAGEA12,1,17634428
13053,SPI1,TREM1,1,17634956;21421043
13054,NR1I2,G6PC1,-1,17635106
13055,RELA,IL12B,-1,10657616;10940886;11058167;11792125;12077291;12517966;12820969;14688340;14976188;15251981;15270850;16166378;17579043;17635610;17924060;17982049;18690006;19122653;19299558;19624579;20221401;20876114;24012417;24184907;7565674;9464836;9808189
13056,GFI1,PRDM5,1,17636019
13057,PRDM5,GFI1,1,17636019
13058,NFATC2,CCNA2,-1,17637565
13059,TP63,GDF15,1,17637746
13060,TP63,MFGE8,1,17637751;21127199
13061,MYC,HLA-E,1,17637797;8206526
13062,MYC,MYH6,1,17637797
13063,PPARD,HBEGF,1,17637826
13064,APEX1,TNF,1,17637837;19376732
13065,E2F1,DUSP1,1,17471234;17638884
13066,SMAD4,PTEN,1,17638924
13067,NKX3-1,CCND1,-1,17639064;22179513
13068,NKX3-1,B3GNT9,1,17639064
13069,NKX3-1,LEP,1,17639064
13070,HNF4A,DEPP1,1,17640976
13071,HNF4A,SLCO1C1,1,17640976
13072,SP3,TNFRSF4,1,17641042
13073,YY1,TNFRSF4,1,17641042
13074,NFKB1,TNFRSF4,1,17641042
13075,RELA,TNFRSF4,1,17641042
13076,BCL3,NOS2,1,17641044
13077,FOXP3,TLR10,1,17641056
13078,THRA,MED25,1,17641689
13079,RARA,MED1,1,17641689
13080,MYCN,DKK1,-1,17643814
13081,NR2E1,ATCAY,1,17644000
13082,NR2E1,EGF,1,17644000
13083,NR2E1,SHH,1,17644000
13084,NR2E1,TGFA,1,17644000
13085,NR2E1,WNT2,1,17644000
13086,ZEB2,SFRP1,-1,17644613;19424592
13087,NFATC2,CIITA,1,17645498
13088,NR2C2,TNFSF14,1,17645519
13089,NR3C1,DEFB4B,-1,17645739
13090,MEF2A,ATXN1,1,17646162
13091,ESR1,CYP2A6,1,17646279
13092,CREB1,MUC5AC,1,17646388;18676374;22294049;24487386
13093,TP53,SETD7,1,17646389
13094,CEBPB,FABP4,1,17646392
13095,GFI1,ARIH2,1,17646546
13096,TFAP2A,APP,1,17651731;9048735
13097,ZGPAT,IFNB1,1,17652396
13098,SP3,GABRA6,1,17652716
13099,SP1,GABRA6,1,17652716
13100,NR2C2,BCL2,1,17655826
13101,AR,NR2C2,1,17655826
13102,ETS1,B4GALT5,1,17656364
13103,SP1,B4GALT5,1,15263012;16873896;17656364
13104,SP1,B4GALT1,1,17557191;17656364
13105,ETS1,B4GALT1,1,17656364
13106,ESR1,KISS1,1,17656465;20534720;22505735;24914937
13107,CEBPB,CXCL12,1,17656649;19962993;23098564;25453873
13108,RUNX1,CD44,1,17657222
13109,HIF1A,CEACAM5,1,17657737
13110,NR1H3,LPL,1,17644777;17658475;18948972
13111,SP1,KCNA5,1,17660393
13112,NFIL3,CYP7A1,1,17660447
13113,NR1D1,CYP7A1,1,17660447
13114,NR1D2,CYP7A1,-1,17660447
13115,ESR1,TBXA2R,1,17660955
13116,ESR2,TBXA2R,1,16199482;17660955
13117,DLX4,ABCB1,1,17662696
13118,GRHL3,ABCB1,1,17662696
13119,SP3,VIM,1,17663720
13120,SP1,PLG,1,17663741
13121,ATF2,TLR1,1,17664270
13122,JUN,TLR1,1,17664270
13123,JUND,TLR1,1,17664270
13124,NR5A1,DGKQ,1,17664281;23610160
13125,ZBTB16,KIT,1,17664282;22385656
13126,PAX6,RELN,1,17666047
13127,TP53,STUB1,1,17666403;21478269
13128,MTA1,SIX3,-1,17666527
13129,MTA1,RHO,1,17666527
13130,SIX3,RHO,1,17666527
13131,REL,REL,1,1766669
13132,MBD1,ABCB1,1,17667922
13133,LHX4,CGA,1,17667940
13134,TBX6,MSGN1,1,17668009
13135,TP53,BANP,1,17668048
13136,NFE2L2,ABCC4,1,17668877;20395535
13137,PPARA,PDK1,-1,17669420;23867003
13138,PPARA,PDK2,1,17669420
13139,PPARA,PDK3,1,17669420
13140,FOXK1,CTSA,-1,17670796
13141,SRF,CTSA,1,17670796
13142,MYC,TAT,1,17670825
13143,KLF8,CDH1,1,17671186;20728449;21151179;23518002
13144,HIF1A,CDC25A,-1,17671423
13145,NKX2-1,TERT,1,17671725
13146,TTF1,TERT,1,17671725
13147,HNF4A,PTK7,1,17671748
13148,SP1,PTK7,1,17671748
13149,MYC,RYK,1,17674363
13150,NFIA,RYK,1,17674363
13151,CEBPB,F7,1,17675296
13152,USF1,CFTR,1,17678620
13153,SP1,CFTR,1,16877677;17678620
13154,SMARCA1,ISYNA1,1,17681272;18593569
13155,CUX1,HIF1AN,1,17682059
13156,TCF7L2,RUNX2,1,17684115
13157,TP53,GLB1,1,17685229
13158,ESR1,EPHB2,1,17685427;20484412
13159,SP3,EPHB2,1,17685427
13160,ATF6,NUCB1,1,17686766
13161,VDR,REN,-1,17622742;17687191
13162,IRF8,CHRNA1,1,17687331
13163,FLI1,HOXA10,-1,17688409
13164,GATA1,HOXA10,-1,17688409
13165,HOXA11,HOXA10,-1,17688409
13166,WT1,NDRG2,1,17688410
13167,WT1,CD34,1,17688410
13168,CEBPE,GPX4,1,17688422
13169,CEBPE,TNF,1,17688422
13170,SP1,SPP1,1,11126367;17689681;24240095
13171,NR2C2,MAP2K4,1,17689926
13172,JUNB,ALK,1,17690253;21326808
13173,TP53,BTG3,1,17690688;18590053
13174,HR,RPE65,1,17690899
13175,NR1I2,FGF19,1,17696253;21747170
13176,MEF2A,PTH,1,17696759
13177,MEF2A,SOST,-1,17696759
13178,AR,CCND3,1,17698582
13179,AR,CDK11B,1,17698582
13180,DNMT1,CCNA2,1,17698632
13181,SP3,COL1A1,1,10082137;17698844;9666093
13182,ZBTB7B,COL1A1,1,17698844
13183,EPAS1,TERT,1,17699105
13184,STAT3,CD46,1,17699108
13185,MYC,ERF,1,21576194
13186,ERF,MYC,-1,17525531;17699159
13187,SPI1,NFKBIA,1,17699163
13188,ESR1,BIRC5,1,17699779
13189,NFIC,GADD45A,1,17700520
13190,TBP,HBE1,1,17704132
13191,CEBPD,AMELX,1,17704518
13192,CEBPB,AMELX,1,17704518
13193,JUN,KDM2B,1,17704768
13194,KDM2B,JUN,-1,17704768
13195,SP1,PTPRJ,1,17705132
13196,STAT6,PCSK1,1,17705178
13197,CEBPB,PDX1,1,20424162
13198,PDX1,CEBPB,-1,17705277
13199,RARB,HAP1,1,17706600
13200,ESRRG,PLK2,1,17706602
13201,ZNF143,TFAM,1,17707600
13202,AHR,FGFR1,1,17707923
13203,AHR,L1CAM,1,17707923;17903170
13204,ARNT,FGFR1,1,17707923
13205,ARNT,L1CAM,1,17707923
13206,KDM5B,MCAT,1,17709396
13207,KDM5B,MT1H,1,17709396
13208,POU1F1,CYC1,1,1770950
13209,XBP1,POU2AF1,1,17709512
13210,MYCN,CCL2,-1,17710228
13211,STAT3,CCL2,1,12488502;17710228;19404962;19736311;19741199;20493732;24429361
13212,PAX3,CDC42SE2,1,17710433
13213,FOXO3,PRKAA1,1,17711846;22848740;24257750
13214,CREM,MC2R,1,17712720
13215,CREB1,MC2R,1,17712720
13216,IRF1,POLR2K,1,17714821
13217,MLXIPL,FASN,1,17716660;20100709;21453770;22382520
13218,TP73,VDR,1,17716971
13219,NFATC1,FN1,1,17719012
13220,TFAP2A,ADM,1,10848972;17719138;8388865;9480831
13221,SP1,ADM,1,17719138
13222,KLF4,IL10,1,17719562;22653776
13223,JUN,MYH6,-1,17720185
13224,CREB1,OGA,1,17720252;17905638
13225,NR1H4,CYP8B1,1,17720959;18323469
13226,CREB1,SERPINE1,1,17721610;18471910;20136501
13227,CREB1,HIF1A,1,17721610
13228,HMGA1,CRYAB,1,17723105
13229,HMGA1,SMARCA4,1,17723105
13230,SMARCA1,CRYAB,1,17723105
13231,IRF1,TP73,1,17725714
13232,TP73,TNF,1,17725714;21933882
13233,SSRP1,CASP1,1,17725714
13234,TP53,PTK2,1,17725966;17999388;18493017;20515733;21071137;21269258;21355845;24809783
13235,STAT3,CXCL8,1,17726017;18524891;31886314
13236,ATF4,KAT2B,1,17726049
13237,DDIT3,DNM1L,1,17726049
13238,DDIT3,KAT2B,1,17726049
13239,GABPA,UHMK1,-1,17726090
13240,TFAP2A,ITGA10,1,17726260
13241,FLI1,BCL2,1,17727680
13242,MEF2C,ASCL1,1,17728141
13243,SP1,ASCL1,1,17728141;20599619
13244,JUN,CHKA,1,17728180
13245,IRF3,CDK4,1,17728244
13246,CREB1,TLR2,1,17728249
13247,AR,VCAN,1,17728259
13248,CRX,RBP3,1,10354480;11934446;12409453;15277472;17760566
13249,HNF4A,SLC26A3,1,17761837
13250,YY1,SLC26A3,1,17761837
13251,NR5A1,FATE1,1,17761949
13252,TP53,PITX1,1,17762884
13253,PITX1,TP53,1,17762884
13254,PITX1,GDF15,1,17762884
13255,SP3,ATF3,1,17764926
13256,ATF3,IL6,-1,16688168;17766920;17785797;18942706;20203264;20351107;22105779;24317040;24951825
13257,NFKB1,IL2RA,1,11781710;1777483;7636248;8029023;8455627;9135552
13258,PGR,BCL2,1,17785366;9306964
13259,HNF1A,DBP,1,17785430
13260,MYC,HK2,1,17785433
13261,MYC,PDK1,1,17785433
13262,MYC,VEGFA,1,12368264;17785433;18809243;19147754;19398483;19738061;22002305;23028984
13263,PPARG,REN,1,17785633;18483152;20065157;20613959;24288524
13264,PPARA,REN,1,17785633;20613959;20647690
13265,SSRP1,REN,1,17785633
13266,IRF7,IFNL1,1,17785777;19570999;23405030
13267,RARA,CD28,1,17785809
13268,NFATC2,CTLA4,1,17785820
13269,NR3C1,ANXA1,1,17785822
13270,SP1,NDUFV2,1,17786189
13271,SMAD3,CYP17A1,-1,17786540
13272,SMAD7,CYP17A1,1,17786540
13273,SMAD7,SF1,1,17786540
13274,HIVEP1,CRYAA,1,1779432;7836383;8332460
13275,RBPJ,PDX1,1,17803961
13276,RBPJ,PTF1A,1,17803961
13277,POU5F1,ESRG,1,17803967
13278,SMAD3,ASPN,1,17804408
13279,NACC1,GADD45A,1,17804717
13280,NACC1,GIP,1,17804717
13281,ATF2,ELAVL1,1,17804813
13282,ATF2,PTBP1,1,17804813
13283,EPAS1,CITED2,1,17804822;19035510
13284,SP3,TBXA2R,1,17805539
13285,EPAS1,NPPB,1,17822384
13286,MYB,MCM4,1,17822556
13287,ATF5,TH,1,17823250
13288,USF1,IGFBP3,1,17823260
13289,REST,UCHL1,-1,17823282;21210816
13290,AHR,CXCL8,1,17823304;18289803
13291,RELB,CXCL8,1,17823304
13292,NCOR1,TNFRSF13B,1,17823926
13293,MAF,BCL2,-1,17823980;19476513
13294,E2F1,PCSK6,1,17825503
13295,E2F2,PCSK6,1,17825503
13296,E2F3,PCSK6,1,17825503
13297,E2F1,HINFP,-1,17826007
13298,SP1,HINFP,1,17826007
13299,ARNT2,ARNT2,1,17826745
13300,SIM1,ARNT2,1,17826745
13301,ARNT2,SIM1,1,17826745
13302,HIF1A,SIM1,1,17826745
13303,ATOH1,HES6,1,17826772
13304,KAT5,HDC,-1,17827213
13305,SPI1,TYROBP,1,17827340;21421043
13306,NR2C2,PCK1,1,17827404
13307,NR2C2,MMP9,1,17828308;17897957
13308,PROX1,OGG1,1,17828556
13309,TP53,GPNMB,1,15684612;17845721
13310,NFAT5,DUSP16,1,17846422
13311,PRDM1,DUSP16,1,17846422
13312,HNF1A,CFTR,1,17848139;19782160
13313,BMAL2,MCL1,1,17848551
13314,CLOCK,MCL1,1,17848551
13315,PPARG,PNPLA2,1,17848638;18189154
13316,MZF1,PADI1,1,17851584
13317,SP1,PADI1,1,17851584
13318,SP3,PADI1,1,17851584
13319,ATF2,PER2,1,17854385
13320,CREB1,PER2,1,17854385
13321,DLX4,BCL2,1,17854498
13322,DLX4,TNF,1,17854498
13323,SMARCA1,SMARCA2,1,17855369
13324,CUX1,ICAM1,1,17855547
13325,HNF1A,SLC22A12,1,17855651
13326,HNF1B,SLC22A12,1,17855651
13327,DNMT1,CCNB2,1,17868378
13328,DNMT3B,CCNB2,1,17868378
13329,EGR1,CGB8,1,17872365
13330,MYOG,DACH2,1,17873280
13331,DACH2,MYOG,-1,17075071
13332,MAFK,CDKN2A,1,17873901
13333,MAFK,CDKN2B,1,17873901
13334,TP53,CDC20,-1,17873905;19273532
13335,HIF1A,SAT1,1,17875644
13336,TFAP2C,GPER1,1,17875680
13337,TFAP2A,IGFBP3,1,17875680;23810988
13338,NFE2L2,ENC1,1,17875699
13339,NFE2L2,NRP1,1,17875699
13340,ELF4,MAPK8,1,17875713;21465527
13341,ZNF24,VEGFA,-1,17875714;20510677;23212515
13342,MAF,UBC,1,17875808
13343,PBX4,PGK2,1,17875925
13344,PKNOX1,PGK2,1,17875925
13345,CREM,PGK2,1,17875925
13346,SP3,PGK2,1,17875925
13347,NR1I2,MSX2,1,17875939
13348,ESR1,MSX2,1,17875939
13349,KAT7,TAP1,1,17875943
13350,HMGA1,RB1,1,17877762
13351,TP53,ACTL6A,1,17878219
13352,HIF1A,APLN,1,17878221;18617693
13353,ZBTB7B,MPPED2,1,17878336
13354,ZBTB7B,ZBTB7B,1,17878336
13355,KLF4,CCND2,1,17878366
13356,IRF8,FAS,1,17878376
13357,IRF8,JAK1,1,17878376
13358,RELA,CARD8,1,17878386
13359,ELF1,FCER1G,1,17878388;18378679;18629488;18714041
13360,UBTF,POLR1A,1,17878937;21289084
13361,BCL3,EGFR,1,17881446;18367518
13362,SHOX,NPPB,1,17881654;24421874
13363,MYC,TJP2,1,17881732
13364,MYC,CCND1,1,11085504;12835716;14757441;17881732;18806825;18809243;19086036;19698176;19786833;21933022;7526316;8196642;8552398
13365,MYC,HLA-DRB1,1,17881904;18544564
13366,FOSL1,KAT2B,1,17882273
13367,JUNB,KAT2B,1,17882273
13368,FLI1,CREBBP,1,17884818
13369,FLI1,KAT2B,1,17884818
13370,HNF4A,CDKN1A,1,17885207
13371,NFATC1,ATP6V0D2,1,17885208
13372,AR,GADD45GIP1,1,17885209;24103312
13373,TBP,IGFBP3,1,17888567
13374,EGR1,GAST,1,17889508
13375,DNMT1,AHSG,1,17889958
13376,ID1,AHSG,1,17889958
13377,PITX2,AHSG,1,17889958
13378,NKX2-1,ABCA3,1,17890326
13379,NFATC3,ABCA3,1,17890326
13380,SREBF1,ABCA3,1,17890326
13381,SREBF2,ABCA3,1,17890326
13382,SP1,ROS1,1,17890327;22113199
13383,MYB,SND1,1,17890373;21883551
13384,HSF2,DACH1,1,17891780
13385,NCOR1,TNFSF11,-1,17891780
13386,CEBPG,ERCC5,1,17893230
13387,E2F1,ERCC5,1,17893230
13388,YY1,ERCC5,1,17893230
13389,YBX1,CCL5,1,17893273;18800033
13390,TFDP1,CDK4,1,17894419
13391,SP3,ALOX5,1,17894944
13392,FOS,CYP17A1,-1,17895316;19850690;20980388
13393,ZNF395,SAP30,1,17897615
13394,MAF,ADIPOQ,1,17897790;9566892
13395,FOS,CTSK,1,17897792
13396,NFKB1,HIF1A,1,17898080;18498249
13397,RELA,HIF1A,1,17898080;18498249;23185316
13398,HOXB2,REG1B,1,17898082
13399,ATOH1,ATOH7,1,17900924
13400,PAX6,ATOH1,1,17900924
13401,PAX6,ATOH7,1,17900924;19208436
13402,NR3C1,PLA2G4A,1,17901074
13403,HR,L1CAM,1,17903170;21150308
13404,NR1I3,GRIN1,1,17904175
13405,NR1I3,SPINT2,1,17904175
13406,SP1,XRCC5,1,17904587
13407,NFIB,COL2A1,1,17904922
13408,SMARCA1,CREBBP,1,17905638
13409,SMARCA1,OGA,1,17905638
13410,SMARCA5,CREBBP,1,17905638
13411,SMARCA5,OGA,1,17905638
13412,TFAP2A,OGA,1,17905638
13413,TFAP2A,USF1,1,17905638
13414,USF1,TFAP2A,1,17905638
13415,USF1,CREBBP,1,17905638
13416,USF1,OGA,1,17905638;21779870
13417,USF1,SMARCA1,1,17905638
13418,SNAI2,PPARG,-1,17905753
13419,ELF3,LYZ,1,17905856
13420,EHF,LYZ,1,17905856
13421,ELF5,LYZ,1,17905856
13422,ELF3,HP,1,17905856
13423,SP3,IL1A,1,17906119
13424,ZBTB7A,MDM2,1,17907153
13425,BCL6,PLA2G2A,1,17908795
13426,PPARD,PLA2G2A,1,17908795
13427,STAT3,TWIST1,1,17909010;23161342;23492367;23623921;24491388
13428,SNAI1,EGF,1,17909010;19604315
13429,EGR1,NDRG1,1,17909017;20348948;23212942
13430,SP1,NDRG1,1,17909017
13431,NR0B2,PRKAA1,1,17909097
13432,NR0B2,PRKAA2,1,17909097
13433,GATA3,CALR,1,17910949
13434,GATA3,FGFR1,1,17910949
13435,EZH2,CIITA,-1,17911618;21266852;22563434
13436,EZH2,IFNG,1,17911618;21624129;21674483;22563434
13437,GATA5,GATA5,1,17912029;22625849
13438,HNF4A,COPS5,1,17914096
13439,HSF2,FOS,1,17915561
13440,HSF2,HSP90AA1,1,17915561
13441,HSF2,HSPB1,1,17915561
13442,EGR1,NGFR,1,17916431;8846003
13443,EGR3,NGFR,1,17916431
13444,TP53,STRAP,1,17916563
13445,TP53,CTSL,1,17916908;20536385
13446,TP53,DLST,1,17916908;21191025
13447,VSX1,VSX1,1,17919464
13448,VSX2,VSX1,1,17919464
13449,TBP,MED21,1,17919657
13450,TBP,NPRL3,1,17919657
13451,SMAD3,CYP7A1,-1,17920062
13452,ZNF699,CYP7A1,1,17920062
13453,SP1,SLC2A3,1,17920708
13454,KAT6A,CREBBP,1,17920756
13455,KAT6A,CXCL8,1,17920756
13456,SREBF2,PCSK9,1,17448444;17921436;21123766;22288532
13457,STAT5A,ALK,1,17922009
13458,STAT5A,NPM1,-1,17922009
13459,MTA1,BRCA1,-1,17922032
13460,FOXO1,MYOD1,1,17717603;17922034
13461,FOXO1,MYOG,1,17922034;22710712
13462,NRG1,MTA1,1,17922035
13463,STAT3,NNMT,1,17922140
13464,EGR1,ID3,1,17878368;17922653
13465,ID3,EGR1,-1,23523789
13466,EGR1,RAG2,1,17922653
13467,ID3,RAG2,1,17922653
13468,NFATC1,ID3,1,17922653
13469,NFATC1,RAG2,1,17922653
13470,ESR1,HMGB1,1,17922863
13471,ESR1,FCGR2A,1,17923257
13472,ESR2,FCGR2A,1,17923257
13473,TBX21,CXCR3,1,14500650;17923685;21540308
13474,NEUROD1,NEUROD2,1,17924961;8816493
13475,NEUROD2,NEUROD1,1,21593321;8816493
13476,NEUROG3,NEUROD2,1,17924961
13477,NEUROG3,NEUROD4,-1,17924961;19028584
13478,YY1,LSS,1,17925399
13479,NKX2-5,HFE,1,17927564
13480,MAZ,RNASE2,1,17927842
13481,SP1,RNASE2,1,17927842;19115260
13482,CEBPB,TAS1R3,1,17928076
13483,CEBPB,TAS2R16,1,17928076
13484,BMAL1,ADRB1,1,17928134
13485,MAFG,NOS2,1,17928287
13486,NFE2L1,NOS2,1,17928287
13487,MYB,H2AZ1,1,17931383
13488,AR,ERVK-6,1,17932034
13489,AR,SENP1,1,17932034;19116244;25014244
13490,AR,SUMO1,1,17932034;21796528;24119295
13491,ESR1,PHB1,1,17932104
13492,EGR1,APC,1,17932312
13493,HNF4A,CITED2,1,17932483
13494,AR,SGK1,1,17932503;19318566;21809344
13495,JUN,NOS3,1,11382920;16453281;17919072;17933457;18556800;20371606
13496,YBX3,FOS,-1,17934523
13497,DNMT1,BBC3,1,17934815
13498,TP63,CD44,1,17935121;21930790
13499,WT1,WTAP,1,17095724;17936204
13500,TP53,PRKN,1,17936559;21930938;22383580;23644658
13501,TFCP2,UBE3A,1,17936729
13502,HNF4A,GPX2,1,17937616
13503,GABPA,PRDX5,1,17937766
13504,CREB1,APEX1,1,17938202;20573957
13505,BCLAF1,TP53,1,17938203
13506,EGR2,ERBB2,1,17938205
13507,ESR1,HMGN1,1,17938209;8700510
13508,KLF1,PIAS1,1,17938210
13509,POU5F1,KDM3A,1,17938240
13510,POU5F1,KDM4C,1,17938240
13511,TFCP2L1,KDM3A,1,17938240
13512,ZFP57,KDM3A,1,17938240
13513,ZFP57,TCL1A,1,17938240
13514,RBPJ,RBPJL,1,17938243
13515,NR3C1,CRYAB,1,17939115
13516,NR3C1,HSPB2,1,17939115
13517,SP1,CRYAB,1,17939115
13518,SP1,HSPB2,1,17939115
13519,VSX2,F12,1,17939191
13520,MEF2A,MYOCD,1,17021041;17940050
13521,MYOD1,MYOCD,1,17940050
13522,NKX3-1,TRIM28,1,17942393
13523,TBX15,TRIM28,1,17942393
13524,BACH1,TXNRD1,1,17942419
13525,NFE2L2,TXNRD1,1,12949356;15521073;17942419;21596795;23571756
13526,MYC,UBE3A,1,17942561
13527,HIF1A,ROS1,1,17942638;23626778
13528,EGR1,F2R,1,17942914
13529,TP53,TRIM28,1,17942928
13530,MBD2,PRM1,1,17943087
13531,MBD2,TNP1,1,17943087
13532,TCF12,KDM1A,1,17943087
13533,REST,BSX,-1,17944879
13534,SP1,BSX,1,17944879
13535,LEF1,PTGS2,1,17945188;19783677
13536,USF1,CTCF,1,17945255
13537,STAT5A,NOX5,1,17947454
13538,IRF1,CD38,1,17947510
13539,HR,FLT4,1,17948123
13540,RBPJ,FLT4,1,17948123
13541,MYF5,MYF6,1,17948300;7852366
13542,MYF6,MYF5,1,7852366
13543,PAX7,MSTN,1,17949710
13544,SP3,PARK7,1,17949781
13545,NFATC1,CALCR,1,17949830
13546,ZNF160,CCR2,1,17949992
13547,FOXO1,OSTN,-1,17950246
13548,DMTF1,DUSP1,1,17950631
13549,RUNX2,DMP1,1,12369786;17434448;17950631
13550,SOX9,BAG1,1,17950682
13551,DLX3,DES,1,17950683
13552,MYOD1,DES,1,17950683;25653159;8062833;8276797;8382796;9497371;9502427
13553,SP7,DES,1,17950683
