,source,mor,target
44788,CSNK2A1,1,NOL3
44789,WNK4,1,STK39
44790,PRKCA,1,SHC1
44791,CSNK2A1,-1,RIGI
44792,NODAL,1,ACVR1B
44793,MAPK1,-1,PCYT1A
44795,PTK2B,1,PTK2
44796,EP300,1,KPNA2
44803,PPP2CB,-1,PRKCD
44811,GALP,1,GALR2
44814,GSK3B,-1,PDX1
44818,HCK,1,WAS
44829,PRKCA,1,SDC2
44831,CDK1,-1,MCL1
44832,CDK5,1,CORO1A
44834,FYN,1,DCC
44842,MAPK3,-1,PDE4D
44850,CDK1,1,FANCG
44852,PRKCA,-1,NOS3
44854,PTK6,1,EPS8
44857,PINK1,-1,HIF3A
44862,IFNB1,1,IFNAR1_IFNAR2
44865,CDK1,1,NFAT5
44870,CDC25A,-1,RAF1
44874,PRKCE,1,SLC4A3
44878,PTK2B,-1,NOS3
44880,CDK1,1,BUB1B
44886,BLK,1,FCGR2A
44890,TBK1,1,IRF5
44893,IL15RA,1,IL2RB
45036,PRKCG,1,CHAT
45043,FANCG,1,SPTAN1
45044,CDK1,1,RUNX2
45047,RAN,1,XPOT
45049,SMURF1,-1,TGFBR2
45050,PRKX,1,PKD1
45060,UBE2I,1,FOXL2
45063,AKT3,1,TBX3
45064,MAPK3,-1,HNRNPK
45065,SGK1,-1,MAPT
45068,AKT2,1,MDM2
45073,WIPI2,1,ATG16L1
45077,MAPK8,-1,STAT6
45079,IKBKB,-1,CDKN2A
45218,EFNA3,1,EPHA4
45219,PRKCG,1,GRIN1
45227,MAP4K1,1,LCP2
45228,PRKACG,1,MYBPC3
45235,PTK2,1,ATP2B4
45247,CDK1,-1,NUP98
45249,RPS6KA1,1,ESR1
45250,MAPK3,1,TH
45252,RAP1GDS1,1,KRAS
45253,MAST3,1,PTEN
45255,CDK6,-1,CDKN1A
45257,PTH,1,PTH2R
45262,WWP2,-1,POU5F1
45266,MAPK3,-1,PPARG
45267,CASP3,1,STK4
45271,RPS6KA1,1,YBX1
45272,INSR,1,PTK2
45275,CSNK2A1,1,DAXX
45286,CDK2,-1,ZC3HC1
45288,EZR,1,FES
45289,CSNK2A1,-1,STARD10
45291,CHEK1,1,TP73
45292,MAPKAPK2,-1,UBE2J1
45293,AKT1,-1,RNF11
45294,STK11,1,BRSK2
45296,EIF2AK2,1,PPP2R5A
45297,RPS6KA5,1,H3-3A
45303,CDK1,1,KRT18
45305,FGFR2,1,GRB2
45314,PRKACA,1,GRIA4
45317,PRKACA,-1,ACACA
45318,PLK1,-1,SUN1
45323,CDK1,-1,TP73
45325,WNK1,1,SYT2
45327,PPP1CA,1,CASP9
45336,BMP1,1,COL5A2
45341,ABL1,-1,SPTLC1
45343,PRKACA,1,KCNK9
45350,MYLK2,1,MEF2C
45356,ABL1,1,DGCR8
45357,CSNK2B,1,BID
45364,CDK2,-1,PRDX1
45365,STK3,1,MOB1A
45366,CSNK2B,1,USO1
45512,PRKCI,-1,NOS3
45526,GCHFR,-1,GCH1
45527,CDK2,1,ESR1
45528,MCTS1,1,DENR
45530,CDK1,-1,NUSAP1
45532,LYN,1,LPXN
45533,PAK1,-1,ARHGEF2
45534,PKN1,-1,ARHGEF2
45540,CYTH2,1,ARF6
45542,APBA1,1,CASK
45543,FGFR1,-1,CTTN
45545,PRKCD,-1,C5AR1
45547,MAPK3,-1,PAK1
45549,CLCF1,1,CNTFR
45551,PRKCD,1,TP73
45552,CDK1,-1,PPP1CA
45554,PRKCG,1,GRIN2B
45556,SEMA3A,1,PLXNA4
45557,DISC1,1,NDEL1
45709,CGA,1,TSHR
45710,DCAF7,1,DYRK1B
45711,PRKAA2,1,PFKFB2
45713,MAPK1,-1,PGR
45714,PAK1,1,ARPC1B
45716,HIPK1,1,PAGE4
45717,CSNK1A1,-1,FOXO3
45856,PAK2,1,JUN
45859,PDGFRB,1,PTK2
45867,OBSCN,1,ANK2
45868,RPS6KA1,-1,CIC
45869,SPRY4,-1,RAF1
45871,AKT3,-1,BRAF
45873,SRC,1,SRCIN1
45876,RAB4A,1,RUFY1
45881,C1QBP,-1,C1QA
45884,LYN,1,MAP4K1
45888,PRKCB,1,GRM5
45890,MAPK14,-1,CDX2
45891,CDK4,-1,MYOD1
45895,DAB2IP,1,MAP3K5
45896,PRKACA,1,GRIK2
45897,PRKCA,1,GRM5
45900,ABL2,-1,PSMA7
45907,MDM2,-1,EP300
45908,PRKCA,1,LMNA
45909,PRKCE,1,GRM5
45911,MAP2K1,1,GSK3B
45913,PRKCA,1,NKX3-1
46051,PRKACA,1,HDAC5
46052,PRKCD,1,NCF4
46053,UBXN8,-1,VCP
46059,CDK5,1,AR
46063,S100A4,-1,MYH9
46069,SYT1,1,SNAP25
46072,SRC,-1,PTEN
46075,ROCK1,1,EZR
46078,LYN,1,SLC4A1
46079,PITX1,1,POU1F1
46080,PTPRJ,-1,MAPK1
46083,MAGEA3,1,TRIM28
46085,DYRK1A,1,RCAN1
46088,PRKCD,-1,TRIM28
46089,NLGN2,1,NRXN3
46093,AKT2,-1,HSPB1
46094,PRKCA,-1,GFPT1
46095,DDX3X,1,PABPC1
46098,PRKCQ,1,GRM5
46099,NLGN3,1,NRXN3
46101,MET,1,GRB2
46102,IER3,-1,PPP2R5C
46109,CDC25A,1,CDK6
46111,SKP2,-1,CDKN1A
46113,PRKCB,-1,IBTK
46116,MIF,1,CXCR4
46118,MAPK1,1,NDE1
46120,MAPK8,-1,PPM1J
46123,GNA13,1,ARHGEF12
46124,STK11,1,MARK1
46129,CSNK2A1,1,AKT1
46130,CDK2,-1,NPM1
46131,PRKACA,-1,PTBP1
46132,PAFAH1B1,1,CLIP1
46134,IFNW1,1,IFNAR2
46142,ROCK1,-1,DES
46143,HSPA9,-1,MVD
46146,PINK1,1,HTRA2
46148,JAK2,-1,PRMT5
46149,BUB1,1,BUB3
46156,AKT1,1,TP53RK
46161,MAPK1,1,EIF2AK2
46162,MAPKAPK2,1,AGO2
46164,PPP5C,-1,CILK1
46169,FGF5,1,FGFR2
46176,TESK1,-1,CFL2
46178,CAMK2G,-1,EGFR
46179,PTPRK,-1,EGFR
46180,MAPK1,1,TH
46181,PKN1,-1,EGFR
46182,STK11,1,SIK3
46183,AKT2,1,MYO5A
46184,CFH,-1,C3
46186,CLK1,-1,ABL1
46188,CDC14B,-1,SKP2
46189,AP3B1,1,KIF3A
46190,NLGN1,1,NRXN3
46194,TIMELESS,1,CHEK1
46195,PRKDC,1,IRF3
46198,RPS6KA2,-1,NFKBIA
46199,TNK2,1,SNX9
46202,AURKA,1,TACC3
46203,PRKAA2,1,TSC1
46205,ATM,-1,TP63
46207,SGK1,1,NR3C1
46210,AKT2,1,ESR1
46211,BAIAP2,1,WASF2
46214,NUMB,-1,MDM2
46215,MDM2,-1,NUMB
46224,CDK1,-1,HMGA1
46227,NEK9,1,NEK6
46231,NHLRC1,-1,DVL2
46236,RPS6KB1,1,GLI1
46239,NEDD4L,-1,SCN5A
46245,MAPK3,-1,GJA1
46246,CSNK2A2,1,KLF1
46252,TNC,1,ITGA9_ITGB1
46256,RSPO1,-1,ZNRF3
46259,CSNK1E,1,DVL2
46260,MAPK1,1,NFATC4
46262,MAPK1,1,ESR1
46271,SLA,-1,EPHA2
46272,CSNK2A1,-1,WASF2
46277,EP300,1,MEF2C
46280,CDH1,1,ITGAE_ITGB7
46282,GSK3A,-1,SFPQ
46283,FGF2,1,FGFR3
46288,ADRB2,1,GNAS
46291,ATM,1,RNF20
46293,MMP2,1,TGFB1
46297,MYD88,1,TRAF6
46299,PRKCZ,1,ADD1
46300,ROCK1,1,ADD1
46305,GATA2,-1,SPI1
46307,NR3C1,1,CEBPB
46311,UBE2A,1,PCNA
46313,HAT1,-1,H4C2
46315,PRKACA,1,LRP1
46319,CHEK2,1,XRCC1
46322,PRKCE,-1,NOS3
46323,PRKCZ,-1,NOS3
46324,ALK,-1,SFPQ
46326,PRKAB1,1,NOS3
46327,PTPN13,-1,PDCD10
46329,GNA13,1,ARHGEF11
46331,PAK4,1,RAN
46334,CAMK1,-1,NOS1
46335,SPART,1,WWP1
46336,PRKACA,-1,CDK16
46338,CSNK1A1,1,LGALS3
46339,PRKCA,-1,MYOD1
46342,GSK3B,-1,ZNF322
46344,NCS1,-1,DRD2
46345,SIK1,-1,CRTC3
46349,FN1,1,ITGA8_ITGB1
46356,LCK,1,DOK1
46357,CDK2,1,COIL
46359,PRKCA,1,AQP1
46360,CSNK2A1,1,SHOX
46361,BRCA1,1,FANCD2
46362,TTK,1,HSPA9
46363,CSNK2A1,1,IL16
46364,PHLPP2,-1,AKT2
46365,PLK1,1,NPM1
46366,PLK2,1,NPM1
46372,NTNG1,1,LRRC4C
46373,SLIT2,1,ROBO2
46374,FBP1,-1,HIF1A
46375,CSNK2A1,1,SNAI1
46376,PAK2,1,PRL
46380,CSNK2A1,-1,BRMS1
46384,MAPK1,1,NCF1
46388,AURKB,1,PLEKHG6
46389,LYN,1,RGS16
46663,AKT1,-1,CFLAR
46664,PRKCA,1,TRPV5
46666,UBE2E3,1,NFKBIA
46667,FES,1,PECAM1
46668,CSNK2A1,1,TCF7L2
46669,PIM2,1,PKM
46672,PTPN5,-1,FYN
46674,PRKCQ,-1,HABP4
46676,NUMB,1,TP53
46679,AKT1,1,NCF1
46682,ROCK1,1,PTEN
46687,SRC,1,VAV3
46688,TLN1,1,ITGB5
46691,GTF2I,1,USF1
46693,RPS6KA1,-1,VASP
46694,CSNK2A1,1,FOSB
46695,PRKCD,-1,LIMK2
46701,CSNK2A1,1,UBE2R2
46707,MAPK14,1,RBSN
46708,CSNK2A1,-1,SLK
46709,FYN,-1,CNN3
46710,PLK1,-1,MAD2L1BP
46711,ABL1,1,STK3
46716,PRKCH,1,PRKD1
46717,MAPK3,1,SPHK2
46719,UPF3B,1,UPF1
46723,PAX3,1,MEOX1
46724,MAPK3,1,SPHK1
46726,CDK1,1,CDC7
46727,CHEK1,1,RB1
46728,CTDSPL,1,RB1
46735,POU4F1,1,ESR1
46736,SLIT1,1,GPC1
46737,CTNNB1,-1,PPARG
46739,RET,1,AKT1
46740,NLGN3,1,NRXN1
46742,MAPK14,-1,GSK3B
46746,CSNK1E,-1,YAP1
46747,PDGFRB,1,GRB2
46750,CDK1,1,KMT5A
46752,PIM2,1,CDKN1A
46753,AKT1,1,WNK1
46755,ATM,1,ABRAXAS1
46756,CDK5,-1,KIF13B
46757,GSK3B,-1,GPHN
46763,CDK4,-1,SMAD3
46769,CDK5,1,HTRA2
46771,MAPK3,-1,MRTFA
46776,PKNOX1,1,PBX1
46778,ATM,1,AATF
46779,MAPK14,-1,EEF2K
46780,CSNK1A1,-1,CTPS2
46781,GSK3B,-1,ZNF281
46782,RALGDS,1,RIT1
46788,MAPK3,1,RRN3
46792,CSNK2A1,-1,RRN3
46795,CDC7,1,MCM7
46801,CSNK2B,1,CD163
46806,PTH2,1,PTH2R
46819,CDK1,1,CC2D1A
46822,CDK1,1,RCC1
46824,PLK2,-1,FBXW7
46825,PIM1,-1,MARK3
46829,PRKACA,1,PPP2R5D
46832,FGFR4,1,STAT3
46838,FGFR3,1,STAT3
46841,NLGN2,1,NRXN2
46843,PTPN11,-1,ERBB2
46846,NLGN3,1,NRXN2
46847,CDK2,1,EZH2
46848,CAMK1,-1,PPME1
46986,PRKD2,1,PI4KB
46987,CSNK2A1,-1,HMGN1
46988,MAPK11,1,TCF3
46989,WNT5A,1,LRP6
46991,AKT1,-1,HTRA2
46994,PRKCZ,1,GRM5
46999,PRKCZ,-1,MARK3
47002,AKT2,-1,PPARGC1A
47003,PRKAA1,1,PPARGC1A
47008,PRKACA,-1,GNA13
47012,DOK1,-1,ITGB2
47020,MTOR,1,STAT3
47021,PPP2CA,1,EEF2
47022,PRKCA,-1,DGKD
47024,MAPK3,1,HDAC6
47026,STK19,1,NRAS
47031,ULBP2,1,KLRK1
47032,PDPK1,1,RPS6KB2
47033,ASIP,-1,MC4R
47034,BMP7,1,ACVR1
47036,CSNK2A2,-1,CTDP1
47039,PTPN2,-1,GHR
47042,AKT1,1,PIKFYVE
47043,CSNK2A1,-1,FAF1
47044,PIM1,1,ABCG2
47046,CSNK1G2,-1,CERT1
47047,AURKB,1,ATM
47048,CAMK2A,1,GFPT1
47050,CSNK2B,-1,CTDP1
47052,MTNR1A,1,GNAI1
47053,AKT2,-1,BRAF
47054,MMP9,1,TGFB1
47056,CSNK2A1,-1,CTDP1
47062,MAP3K7,-1,HDAC7
47063,CDC14B,-1,TP53
47064,PRKACA,-1,NEDD4L
47065,CAMK2A,-1,GABBR1
47069,ATM,-1,DBF4
47074,INHBA,1,ACVR2A
47076,MAPK1,-1,TPPP
47079,MAPK3,1,TWIST1
47080,PRKCD,-1,CDH1
47081,JAK2,-1,EZH2
47083,PRKD1,1,PPP1R14A
47085,PRKAA2,1,ULK1
47089,MTNR1B,1,GNAI3
47092,TBK1,1,OPTN
47235,PRKACA,-1,CIITA
47245,TNKS,-1,TERF1
47247,CDK1,1,RNMT
47248,RNF216,-1,RIPK1
47249,UBE2D2,1,TRIM5
47250,PRKCZ,-1,ADD2
47253,DCAF1,-1,NF2
47257,PRKCD,-1,YWHAZ
47259,YAP1,1,SMAD1
47263,MGRN1,1,TSG101
47267,SRC,1,LASP1
47269,PRKACA,1,STK11
47273,ATM,1,SMAD1
47274,CDK1,1,ERCC6L
47275,FGA,1,ITGAX
47284,NHLRC1,-1,PPP1R3C
47287,CASP3,1,NFKBIA
47291,CSNK2A2,1,CDC37
47295,RPS6KA3,1,YBX1
47296,SMARCA4,1,TERT
47297,PRKACA,-1,PTPN7
47301,ADAMTS5,-1,ACAN
47306,CSNK2A1,1,MYF5
47311,SEMA3A,1,PLXNA1
47312,LYN,-1,CDKN1B
47314,PTPRJ,-1,MAPK3
47317,ERBB2,1,SHC3
47320,CHEK1,-1,MDM4
47321,GNA12,1,ARHGEF12
47323,ILK,1,PPP1R14B
47333,MAPK1,-1,STK11
47340,LYN,1,FCGR2C
47341,PRKACA,1,ERBB2
47342,MAPK3,-1,PGR
47344,PRKCD,1,ENOX2
47348,SGK1,-1,CDKN1B
47354,GOLGA3,1,GOPC
47356,PRKCB,1,NFE2L2
47358,PIM1,1,CDKN1A
47361,ASB9,-1,CKB
47427,KLKB1,1,KNG1
47565,PRKACA,-1,WT1
47568,MAPK8,-1,AIMP1
47574,JAZF1,-1,NR2C2
47576,SDCBP,1,SOX4
47577,AURKB,1,DIAPH2
47578,MAGEC2,1,TRIM28
47580,PRKCA,-1,ACO1
47718,PRKAA2,-1,RPTOR
47719,GSK3B,1,BORA
47721,MAP3K10,-1,TCF3
47722,PRKACA,-1,GSK3A
47724,EP300,1,SMAD1
47725,MAPK7,1,SGK1
47731,STK25,1,CCM2
47870,TRADD,1,CASP8
47871,RB1,-1,UBTF
47874,MAP2K7,-1,IRS1
47879,SGK1,1,FBXW7
47880,RELA,1,SP1
47882,PCM1,1,PCNT
47884,CSNK1A1,1,FOXG1
47886,PRKCD,-1,EGFR
47889,RBBP6,-1,YBX1
47893,GSK3B,-1,BMAL1
47896,MAPK1,-1,TFCP2
47902,APH1A,1,PSEN1
47905,MAPK10,1,JUN
47906,BTRC,-1,PDCD4
47907,HSP90AA1,-1,NR3C1
47913,ERCC2,1,ERCC3
47914,RAD50,1,BRCA1
48051,PRKACA,1,PFKFB2
48052,PRKCD,1,IL6ST
48054,MAPK14,1,MEF2A
48193,FHL5,1,CREM
48195,MAPK14,1,PAK6
48197,UPF2,1,UPF1
48202,MAPK9,1,BAZ1B
48205,CAMKK2,1,PRKAA1
48209,ATR,-1,MDM2
48212,E2F1,1,TFDP1
48218,IRAK4,1,PELI2
48220,PAK1,1,PGM1
48222,MAPK1,-1,CASP8
48225,BMP4,1,BMPR1A_BMPR1B_BMPR2
48231,PPP3CA,-1,PPP1R1A
48368,BCKDK,-1,BCKDHA
48372,CSF2,1,CSF2RA_CSF2RB
48373,CDK2,-1,PTHLH
48377,ATM,-1,PPP1R2
48382,ATR,1,WDHD1
48383,RPS6KB1,1,ESR1
48384,WDFY3,1,ATG5
48388,CAMKK1,1,CAMK1
48389,HDAC1,-1,MYOD1
48391,ARHGEF4,1,RHOA
48396,SIRT1,-1,EP300
48398,PTPN6,-1,SH3BP2
48399,RIOK3,-1,IFIH1
48403,PHF12,1,SIN3A
48404,CSNK2A1,1,HMOX2
48405,IFNW1,1,IFNAR1_IFNAR2
48408,KDM1A,1,H3-4
48409,ADIPOQ,1,ADIPOR2
48411,RAC1,1,BAIAP2
48553,CSNK1A1,-1,GLI2
48555,PRKCA,1,ITGB2
48556,ITGB1BP1,-1,ITGB1
48560,MAPKAPK2,1,SRF
48561,TBK1,1,SQSTM1
48563,CSNK2A1,-1,MAX
48564,PMP22,1,MPZ
48566,HLA-G,1,LILRB1
48570,PPP1CB,-1,AKT1
48572,SEMA5A,1,PLXNB3
48574,PRKACA,-1,PHOX2A
48576,PRKDC,1,CHEK2
48579,CDK1,1,USP16
48581,PRKAA1,1,ACSS2
48597,PRKCD,1,MUC1
48600,MAPK1,-1,UBTF
48601,NF2,1,LATS1
48606,MAPK9,-1,PPM1J
48609,AKT1,1,UBE2S
48612,SGK3,-1,GSK3B
48613,TNRC6B,1,AGO2
48615,RPS6KA2,1,L1CAM
48625,BRAP,-1,KSR1
48636,RET,1,MAPK3
48642,CASP6,1,APP
48643,SUN2,1,RAB5A
48653,PLK3,1,ATF2
48655,DNAJC3,-1,EIF2AK2
48656,SRC,-1,VCL
48658,AKT1,-1,PRKAA1
48661,SRC,1,HCN2
48799,TGM2,1,H3C12
48802,PRKCD,-1,YWHAB
48803,AKT1,1,DNMT1
48804,RHOA,1,MSN
48807,GSK3B,-1,CDC25A
48808,CDK1,1,AKAP12
48810,PRKCD,1,PTPRA
48950,CSNK2A1,1,VAMP4
48951,RPS6KA5,-1,H2AC25
48955,BIRC2,-1,UBE2J1
48957,STK11,1,MARK3
48960,RPS6KA1,-1,CDC25A
48963,GRK2,1,PDE6G
48965,ERCC5,1,ERCC2
48968,PHKG1,-1,MAPT
48975,CASP3,1,PSEN1
48982,PPP1CA,-1,AURKA
48984,GSK3B,1,NOTCH1
49125,CSNK2A1,-1,IKZF1
49264,ADAM17,1,NOTCH1
49265,PRKCB,-1,GSK3A
49269,APOA1,1,ABCA1
49271,CAPN1,1,GSK3A
49273,CBX5,1,H3-3A
49275,DLK1,-1,NOTCH1
49276,ULK1,1,DENND3
49278,PIN1,1,NOTCH1
49279,CSNK1D,1,NCOA3
49284,SERPINC1,-1,F2
49285,CSNK2A1,1,CDC25B
49286,ILK,-1,CFL1
49288,PRKACA,-1,CTNND1
49292,HSPA1A,-1,NR3C1
49595,F2,1,F2RL3
49596,EGFR,-1,CTNND1
49598,CAMK2G,1,ATF1
49602,LYN,1,PTPN6
49604,CDK2,1,LIG1
49605,HNF1B,1,ATF1
49752,COL1A2,1,ITGA11_ITGB1
49754,CDK8,-1,E2F1
49758,MAPK8,1,APP
49761,PTGIR,1,GNAQ
49767,DCC,1,MYO10
49768,MYO10,1,DCC
49770,COL4A3,1,ITGA2_ITGB1
49773,SRC,1,FBXO5
49775,UBE2I,-1,MITF
49776,IGF1R,-1,CRK
49777,MAPK1,1,IER3
49782,CSNK2A1,1,CAV2
49783,PRKCZ,-1,GSK3B
49784,CDK1,1,PITPNM1
49788,PPP2CA,1,RB1
49791,GSK3B,1,CAP1
49793,GSK3B,-1,MAP1B
49795,CDK1,1,SYN3
49799,CDK5,1,APP
49802,MAPK1,-1,ESPL1
49803,CAMK2A,-1,NCOR2
49945,PPP2CA,1,FOXO3
49959,CDK2,1,CDC25C
49975,INSR,1,DOK1
49976,PRKCA,-1,PLCB3
49988,PRKCA,-1,ARHGDIB
49992,AURKA,1,PARD3
49996,SIAH1,-1,SNCAIP
50000,CSNK2A1,-1,YWHAQ
50002,PRKCA,1,IQGAP1
50004,PRKACA,-1,CAD
50010,LRRK2,-1,SH3GL2
50013,MAPK3,1,H3-3A
50016,MAPK1,1,PLA2G4A
50020,UHRF2,-1,CCND1
50021,UHRF2,-1,CCNE1
50025,CSNK2A2,1,ARRB2
50027,PLK1,1,DVL2
50030,CDK1,-1,NUMA1
50032,CAMK4,-1,HDAC5
50040,BCL2L1,-1,CASP9
50044,CDK1,1,CHEK1
50045,PAK1,1,GNAZ
50047,GSK3B,1,PPIF
50051,FNTB,1,HRAS
50055,CDK2,1,FOXK2
50057,SRC,1,BDKRB2
50061,S100A8,1,AGER
50062,CREB5,1,JUN
50201,GRK4,-1,BDKRB2
50202,S100A9,1,AGER
50344,HMGB1,1,AGER
50345,CDK1,-1,TK1
50347,HLA-G,1,KIR2DL4
50350,STK11,1,TP53
50351,AKT1,1,PEA15
50355,GRK5,-1,BDKRB2
50364,PRKCD,1,KCNJ1
50365,CDK1,1,RPS3
50366,PAK1,1,SNAI1
50370,MAPK1,-1,MCRIP1
50371,GRK3,-1,BDKRB2
50375,AXIN2,1,GSK3B
50377,TLN1,1,ITGB3
50378,RELA,1,JUN
50383,WNT7B,1,FZD10
50385,NCOA2,1,NR3C1
50386,MAPK12,1,KRT8
50387,MAPK3,-1,SCNN1B
50392,VCP,1,DERL1
50394,EFNA5,1,EPHA2
50399,FYN,1,CD5
50403,CDK2,-1,TK1
50404,GRK6,-1,BDKRB2
50405,CDK2,-1,MCM4
50407,PRKAA1,-1,MLXIPL
50409,SGK3,-1,FOXO3
50410,PPP2CA,-1,MAP2K2
50561,PRKCA,-1,SLC6A9
50565,SGK1,1,NDRG2
50568,PLK3,1,JUN
50569,PTPRJ,-1,PDGFRB
50574,CDK5,1,PTK2
50577,PIK3CA,1,TPM1
50579,PRKCE,-1,CTNND1
50582,CAMK2G,1,CHAT
50584,FAM20C,-1,FGF23
50585,PPM1D,-1,MAPK14
50586,CHEK1,1,NEK11
50589,SLN,-1,ATP2A1
50595,LCK,1,CD28
50596,AURKB,1,H1-4
50597,MAPK8,-1,STMN1
50598,TNFSF11,1,TNFRSF11A
50601,CDK1,1,RANGAP1
50602,CDC14A,-1,KMT5A
50881,PRKACA,-1,PRKAA2
50887,AKT1,1,HK2
50891,PRKCA,-1,CALD1
50893,UBE2D1,1,TRIM2
50897,SEMA4D,1,PLXNB1
50899,TNFRSF25,1,TRADD
50903,PRKAA1,1,TET2
50909,INSR,1,PIK3R1
50913,IKBKB,1,NCOA3
50921,CDK2,1,PRKAR1A
50925,MAPK14,1,NCOA3
50930,CDC14A,1,IREB2
50936,STK17A,1,TP53
50938,CSNK2A1,1,PIP4K2A
50940,SRC,1,FERMT2
51079,PRKD1,-1,PIP4K2A
51083,PRKCA,-1,TRPC3
51097,PRKCD,1,ITGB2
51098,EP300,1,MYOD1
51099,PKN1,-1,MAPT
51101,PRKCA,-1,CLIP1
51103,CCK,1,CCKAR
51104,CSNK2A1,1,ARRB2
51105,PRKACA,1,KCNQ5
51109,MAPK3,1,RCAN1
51110,GDF6,1,BMPR1A
51112,MAPK9,-1,STMN1
51115,DMPK,1,PLN
51116,MAPK1,1,JUND
51117,KDR,1,PLCG1
51130,ROCK1,1,SOX9
51132,WNT3A,1,LRP5
51277,STK39,-1,SLC4A4
51278,PRKACA,1,TNNI3
51279,YAP1,1,TEAD4
51280,MAPK9,-1,ATN1
51282,TLN1,1,ITGB2
51285,CDC42BPA,1,MYL2
51294,ZNF76,-1,TBP
51297,MAPK10,-1,STMN1
51436,DYRK1A,-1,CCND1
51441,FGFR3,1,STAT1
51442,PAK3,1,SYN1
51444,STUB1,-1,SMAD1
51455,CFH,-1,CRP
51456,CSNK2A1,-1,HOXB7
51461,CREBBP,1,IFNAR2
51466,AKT1,-1,BAX
51469,HP,1,APOA1
51475,WNT8A,1,LRP5
51477,TNPO1,1,HNRNPA1
51480,PTPN12,-1,SRC
51486,PRMT1,1,TAF15
51487,RPS6KA1,1,H3-3A
51492,SRC,1,WASF1
51493,ATM,1,CCDC6
51494,CSNK2A1,1,EIF3J
51496,PLG,-1,APOH
51499,PAK1,-1,STMN1
51501,HRAS,1,PIK3CG
51505,AKT3,1,CHUK
51515,TRAF6,1,TAB3
51516,MKRN1,-1,TP53
51517,MAP3K3,1,RCAN1
51525,GSK3B,-1,SNCAIP
51527,CDK1,-1,LBR
51535,FCN3,1,MASP1
51536,MBL2,1,MASP1
51540,MAPK14,1,H3-3A
51541,MAPK1,-1,KLC1
51543,PARP1,1,POLA1
51547,RAD50,1,MRE11
51550,PRKG2,-1,HSPB1
51552,ADORA1,1,GNAZ
51556,CDK1,-1,EZH2
51569,MAPK9,1,ELK1
51573,MAPK1,-1,TSC1
51577,SNX9,1,DNM1
51717,RNF8,1,H2AX
51719,MAPK8,1,KRT8
51720,AKT2,1,BMI1
51722,PRKACA,-1,SYN2
51723,MAPK1,1,IL16
51724,SIM2,1,ARNT
51727,LOX,1,EFEMP2
51732,MAPK1,1,PARP1
51734,AKT2,1,CREB1
51735,MAPK1,1,ALOX5
51739,PRKAA2,-1,PPP1R12C
51740,CAMK1G,1,EIF4G3
51741,CDK1,1,ANAPC1
51746,ADAM17,1,TNF
51748,PRKAA1,1,SNAI1
51749,CSNK2A1,1,ABCC1
51762,MAP2K6,1,PAK6
51766,MAPK9,-1,ELK3
51767,NGEF,1,RHOA
51778,PDK3,-1,PDHA2
51780,PRKCG,1,TOP2A
51783,PRKD1,1,PI4KB
51790,AKT1,-1,PPARGC1A
51802,GOPC,1,BECN1
51804,CORT,1,GHSR
51805,MAPK1,1,EXOC7
51810,CHEK1,-1,PABIR1
51811,CDK1,1,APLP2
51817,DYRK1B,-1,HDAC5
51820,BMP7,1,ACVR1_BMPR2
51822,ATR,1,POLH
51823,ITGB4,1,PIK3CB
51827,AURKA,-1,FAF1
51828,AURKB,1,MAPRE3
51830,LCK,1,CD3E
51831,BMP10,1,ACVRL1
51832,PTK2,1,TLN1
51841,CDK2,1,SKP2
51842,PRKDC,1,SRF
51844,CREBBP,1,STAT2
51850,RTN4,1,LINGO1
51851,TRAF2,1,TICAM1
51861,PAK1,1,H3C12
51870,PLK3,-1,SNCB
51871,PTPN6,-1,NFAT5
51872,SRC,1,GTF2I
51874,MAPK14,-1,PIP4K2B
51875,AKT1,1,SRPK2
51877,MAPK14,1,ADAM17
51878,LCK,1,MED28
51879,CDR2,1,MYC
52020,AURKB,-1,KIF20A
52021,MAPK8,1,H3-3A
52023,FN1,1,ITGA5_ITGB1
52027,PPM1A,-1,MAPK14
52029,PRKCZ,1,AQP9
52031,PPP3CA,1,NFATC4
52033,MAP4K5,-1,GSK3B
52036,SRC,1,MPZL1
52038,PIM1,1,MDM2
52039,CTSH,-1,BGLAP
52040,CBFB,1,RUNX1
52046,DYRK1A,1,SF3B1
52047,PRKACA,1,ABCA1
52049,CSNK2A1,-1,SPIB
52051,A2M,-1,MMP2
52052,MMP2,-1,A2M
52058,SPI1,1,IRF8
52059,MAPKAPK2,1,PLK1
52065,STIP1,-1,HSP90AB1
52068,CAMK2B,-1,GSK3A
52074,PRKCA,-1,HMGN1
52214,OTULIN,1,UBC
52220,RPS6KA3,1,CREB1
52226,ATM,-1,COP1
52230,PHLPP1,-1,PRKCB
52231,CAMK2A,-1,SLN
52232,CCP110,1,CALM3
52233,COL1A1,1,ITGA1_ITGB1
52234,CTSD,-1,BGLAP
52237,INSR,-1,CALM3
52239,CAPRIN1,1,G3BP1
52240,MAPK1,1,NR5A1
52241,PIM1,1,SKP2
52242,CDK7,1,TP53
52253,AHSA1,1,GCH1
52255,CDK5,-1,PIP5K1C
52258,MMP25,1,MMP2
52259,PRKACA,-1,HMGCR
52261,LRRK2,1,MSN
52262,PTEN,-1,CREB1
52270,CDK1,1,KIF4A
52271,DNM2,1,VAV1
52273,LCK,1,ESR1
52279,PRKCA,1,SDC4
